Date,Nb_Cas_Cumulatif,Nb_Nvx_Cas,Nb_Cas_Actifs,Nb_Deces_Cumulatif_Total,Nb_Deces_Cumulatif_CHCHSLD,Nb_Deces_Cumulatif_RPA,Nb_Deces_Cumulatif_DomInc,Nb_Deces_Cumulatif_Autre,Nb_Nvx_Deces_Total,Nb_Nvx_Deces_CHCHSLD,Nb_Nvx_Deces_RPA,Nb_Nvx_Deces_DomInc,Nb_Nvx_Deces_Autre
2021-09-13,400738,641,6416,11271,5720,2366,2608,577,4,1,0,2,1
2021-09-14,401491,753,6613,11272,5720,2366,2609,577,1,0,0,1,0
2021-09-15,402328,837,6824,11277,5720,2366,2614,577,5,0,0,5,0
2021-09-16,403171,843,7010,11279,5720,2366,2616,577,2,0,0,2,0
2021-09-17,403965,794,7014,11286,5720,2367,2622,577,7,0,1,6,0
2021-09-18,404674,709,6864,11288,5720,2367,2624,577,2,0,0,2,0
2021-09-19,405313,639,6627,11293,5720,2369,2627,577,5,0,2,3,0
2021-09-20,405913,600,6442,11297,5720,2371,2629,577,4,0,2,2,0
2021-09-21,406571,658,6510,11301,5720,2371,2633,577,4,0,0,4,0
2021-09-22,407334,763,6591,11305,5720,2373,2635,577,4,0,2,2,0
2021-09-23,408061,727,6550,11308,5721,2374,2636,577,3,1,1,1,0
2021-09-24,408846,785,6534,11312,5721,2375,2639,577,4,0,1,3,0
2021-09-25,409457,611,6423,11314,5722,2375,2640,577,2,1,0,1,0
2021-09-26,409937,480,6170,11316,5722,2376,2641,577,2,0,1,1,0
2021-09-27,410434,497,5970,11323,5724,2376,2646,577,7,2,0,5,0
2021-09-28,411034,600,5899,11326,5724,2376,2649,577,3,0,0,3,0
2021-09-29,411751,717,6037,11333,5724,2378,2654,577,7,0,2,5,0
2021-09-30,412350,599,5947,11338,5724,2379,2658,577,5,0,1,4,0
2021-10-01,412950,600,5807,11342,5724,2379,2662,577,4,0,0,4,0
2021-10-02,413405,455,5533,11346,5724,2379,2666,577,4,0,0,4,0
2021-10-03,413829,424,5287,11350,5724,2380,2669,577,4,0,1,3,0
2021-10-04,414288,459,5070,11352,5724,2381,2670,577,2,0,1,1,0
2021-10-05,414797,509,5091,11356,5724,2382,2673,577,4,0,1,3,0
2021-10-06,415383,586,5158,11363,5724,2385,2677,577,7,0,3,4,0
2021-10-07,416045,662,5220,11365,5724,2386,2678,577,2,0,1,1,0
2021-10-08,416652,607,5207,11370,5726,2387,2680,577,5,2,1,2,0
2021-10-09,417210,558,5198,11375,5726,2389,2683,577,5,0,2,3,0
2021-10-10,417626,416,5067,11379,5726,2389,2687,577,4,0,0,4,0
2021-10-11,418071,445,5005,11381,5726,2389,2689,577,2,0,0,2,0
2021-10-12,418650,579,5149,11385,5726,2389,2693,577,4,0,0,4,0
2021-10-13,419267,617,5301,11388,5727,2389,2695,577,3,1,0,2,0
2021-10-14,419974,707,5452,11394,5728,2390,2699,577,6,1,1,4,0
2021-10-15,420661,687,5564,11398,5728,2390,2703,577,4,0,0,4,0
2021-10-16,421137,476,5443,11401,5728,2390,2706,577,3,0,0,3,0
2021-10-17,421482,345,5233,11406,5728,2391,2710,577,5,0,1,4,0
2021-10-18,421874,392,5062,11408,5728,2392,2711,577,2,0,1,1,0
2021-10-19,422322,448,5048,11411,5729,2392,2713,577,3,1,0,2,0
2021-10-20,422737,415,5008,11420,5730,2393,2720,577,9,1,1,7,0
2021-10-21,423140,403,4900,11424,5730,2394,2723,577,4,0,1,3,0
2021-10-22,423622,482,4748,11427,5731,2394,2725,577,3,1,0,2,0
2021-10-23,424015,393,4518,11431,5732,2395,2727,577,4,1,1,2,0
2021-10-24,424333,318,4249,11433,5732,2395,2729,577,2,0,0,2,0
2021-10-25,424737,404,4077,11436,5733,2395,2731,577,3,1,0,2,0
2021-10-26,425183,446,4122,11439,5736,2395,2731,577,3,3,0,0,0
2021-10-27,425646,463,4221,11443,5738,2395,2733,577,4,2,0,2,0
2021-10-28,426202,556,4276,11446,5740,2395,2734,577,3,2,0,1,0
2021-10-29,426820,618,4500,11448,5741,2395,2735,577,2,1,0,1,0
2021-10-30,427331,511,4563,11453,5742,2396,2738,577,5,1,1,3,0
2021-10-31,427833,502,4633,11457,5742,2396,2742,577,4,0,0,4,0
2021-11-01,428306,473,4712,11460,5743,2397,2743,577,3,1,1,1,0
2021-11-02,428834,528,4888,11461,5743,2397,2744,577,1,0,0,1,0
2021-11-03,429445,611,5130,11462,5743,2397,2745,577,1,0,0,1,0
2021-11-04,430085,640,5329,11465,5743,2398,2747,577,3,0,1,2,0
2021-11-05,430721,636,5432,11470,5744,2399,2750,577,5,1,1,3,0
2021-11-06,431336,615,5533,11474,5744,2401,2752,577,4,0,2,2,0
2021-11-07,431790,454,5474,11478,5745,2403,2753,577,4,1,2,1,0
2021-11-08,432311,521,5384,11481,5746,2403,2755,577,3,1,0,2,0
2021-11-09,433047,736,5623,11485,5746,2405,2756,578,4,0,2,1,1
2021-11-10,433726,679,5740,11488,5746,2406,2758,578,3,0,1,2,0
2021-11-11,434440,714,5902,11492,5747,2408,2759,578,4,1,2,1,0
2021-11-12,435170,730,6080,11496,5747,2409,2762,578,4,0,1,3,0
2021-11-13,435729,559,6084,11497,5747,2409,2763,578,1,0,0,1,0
2021-11-14,436215,486,5976,11498,5747,2409,2764,578,1,0,0,1,0
2021-11-15,436777,562,5941,11498,5747,2409,2764,578,0,0,0,0,0
2021-11-16,437524,747,6173,11498,5747,2409,2764,578,0,0,0,0,0
2021-11-17,438283,759,6412,11502,5748,2410,2765,579,4,1,1,1,1
2021-11-18,439030,747,6507,11504,5748,2410,2767,579,2,0,0,2,0
2021-11-19,439850,820,6588,11509,5748,2410,2772,579,5,0,0,5,0
2021-11-20,440539,689,6594,11514,5748,2411,2776,579,5,0,1,4,0
2021-11-21,441232,693,6702,11515,5749,2411,2776,579,1,1,0,0,0
2021-11-22,441936,704,6670,11516,5749,2411,2777,579,1,0,0,1,0
2021-11-23,442831,895,7061,11521,5750,2412,2780,579,5,1,1,3,0
2021-11-24,443849,1018,7508,11523,5750,2412,2782,579,2,0,0,2,0
2021-11-25,445006,1157,7869,11525,5750,2412,2784,579,2,0,0,2,0
2021-11-26,446019,1013,8202,11527,5750,2413,2785,579,2,0,1,1,0
2021-11-27,446823,804,8243,11527,5750,2413,2785,579,0,0,0,0,0
2021-11-28,447562,739,8170,11529,5750,2413,2787,579,2,0,0,2,0
2021-11-29,448456,894,8310,11532,5750,2413,2790,579,3,0,0,3,0
2021-11-30,449654,1198,8797,11534,5750,2414,2791,579,2,0,1,1,0
2021-12-01,450939,1285,9375,11536,5750,2415,2792,579,2,0,1,1,0
2021-12-02,452344,1405,9915,11536,5750,2415,2792,579,0,0,0,0,0
2021-12-03,453813,1469,10309,11537,5750,2415,2793,579,1,0,0,1,0
2021-12-04,455124,1311,10556,11544,5751,2415,2799,579,7,1,0,6,0
2021-12-05,456232,1108,10756,11547,5751,2415,2801,580,3,0,0,2,1
2021-12-06,457441,1209,10874,11548,5751,2415,2801,581,1,0,0,0,1
2021-12-07,458993,1552,11678,11552,5751,2415,2805,581,4,0,0,4,0
2021-12-08,460897,1904,12677,11555,5751,2415,2808,581,3,0,0,3,0
2021-12-09,462864,1967,13415,11559,5751,2415,2812,581,4,0,0,4,0
2021-12-10,464983,2119,14269,11563,5752,2415,2815,581,4,1,0,3,0
2021-12-11,466673,1690,14582,11567,5752,2415,2819,581,4,0,0,4,0
2021-12-12,468242,1569,14761,11573,5753,2415,2824,581,6,1,0,5,0
2021-12-13,470417,2175,15492,11576,5753,2415,2827,581,3,0,0,3,0
2021-12-14,473160,2743,17190,11579,5753,2415,2830,581,3,0,0,3,0
2021-12-15,476571,3411,19429,11586,5753,2416,2836,581,7,0,1,6,0
2021-12-16,480580,4009,21873,11589,5753,2417,2838,581,3,0,1,2,0
2021-12-17,484870,4290,24468,11593,5753,2417,2842,581,4,0,0,4,0
2021-12-18,489373,4503,27169,11593,5753,2417,2842,581,0,0,0,0,0
2021-12-19,492955,3582,28809,11598,5753,2418,2845,582,5,0,1,3,1
2021-12-20,495336,2381,29318,11600,5753,2418,2847,582,2,0,0,2,0
